enrollee_id,prediction_probability,predicted_class,percentile_rank,priority_tier
13883,0.1123,0,29.36,Reserve
2340,0.112,0,29.31,Reserve
25579,0.1119,0,29.26,Reserve
28733,0.1119,0,29.22,Reserve
24681,0.1115,0,29.17,Reserve
4745,0.1115,0,29.12,Reserve
19240,0.1115,0,29.07,Reserve
17117,0.1115,0,29.03,Reserve
9918,0.1114,0,28.98,Reserve
8491,0.1113,0,28.93,Reserve
31775,0.1112,0,28.89,Reserve
13232,0.1112,0,28.84,Reserve
3879,0.1111,0,28.79,Reserve
3787,0.1111,0,28.75,Reserve
1097,0.111,0,28.7,Reserve
9184,0.111,0,28.65,Reserve
8471,0.1105,0,28.6,Reserve
25341,0.1105,0,28.56,Reserve
9766,0.1104,0,28.51,Reserve
407,0.11,0,28.46,Reserve
18825,0.1099,0,28.42,Reserve
11638,0.1098,0,28.37,Reserve
5130,0.1098,0,28.32,Reserve
19350,0.1097,0,28.28,Reserve
29890,0.1097,0,28.23,Reserve
30921,0.1095,0,28.18,Reserve
20079,0.1095,0,28.14,Reserve
22746,0.1095,0,28.09,Reserve
4053,0.1094,0,28.04,Reserve
27834,0.1093,0,27.99,Reserve
319,0.1093,0,27.95,Reserve
26859,0.109,0,27.9,Reserve
27693,0.109,0,27.85,Reserve
16135,0.1087,0,27.81,Reserve
18822,0.1086,0,27.76,Reserve
9740,0.1085,0,27.71,Reserve
1250,0.1084,0,27.67,Reserve
24683,0.1083,0,27.62,Reserve
31594,0.1083,0,27.57,Reserve
22139,0.1083,0,27.52,Reserve
25329,0.1083,0,27.48,Reserve
667,0.1081,0,27.43,Reserve
12810,0.1079,0,27.38,Reserve
17673,0.1079,0,27.34,Reserve
20918,0.1078,0,27.29,Reserve
11212,0.1077,0,27.24,Reserve
23969,0.1077,0,27.2,Reserve
12756,0.1076,0,27.15,Reserve
32453,0.1075,0,27.1,Reserve
19102,0.1074,0,27.05,Reserve
15570,0.1074,0,27.01,Reserve
27813,0.1073,0,26.96,Reserve
31098,0.1073,0,26.91,Reserve
33177,0.1072,0,26.87,Reserve
10162,0.1071,0,26.82,Reserve
8982,0.1071,0,26.77,Reserve
8596,0.1071,0,26.73,Reserve
14620,0.107,0,26.68,Reserve
7346,0.107,0,26.63,Reserve
6314,0.1069,0,26.59,Reserve
8232,0.1067,0,26.54,Reserve
9564,0.1067,0,26.49,Reserve
3848,0.1067,0,26.44,Reserve
26195,0.1066,0,26.4,Reserve
185,0.1065,0,26.35,Reserve
29259,0.1063,0,26.3,Reserve
27606,0.1062,0,26.26,Reserve
22310,0.1062,0,26.21,Reserve
18912,0.1062,0,26.16,Reserve
16203,0.1061,0,26.12,Reserve
23426,0.106,0,26.07,Reserve
13103,0.1059,0,26.02,Reserve
28874,0.1059,0,25.97,Reserve
18285,0.1059,0,25.93,Reserve
7813,0.1058,0,25.88,Reserve
33112,0.1058,0,25.83,Reserve
22870,0.1057,0,25.79,Reserve
25696,0.1056,0,25.74,Reserve
16419,0.1055,0,25.69,Reserve
3210,0.1054,0,25.65,Reserve
22152,0.1054,0,25.6,Reserve
31410,0.1053,0,25.55,Reserve
18104,0.1053,0,25.5,Reserve
13142,0.1052,0,25.46,Reserve
3862,0.1052,0,25.41,Reserve
26660,0.1052,0,25.36,Reserve
21833,0.1051,0,25.32,Reserve
11392,0.1051,0,25.27,Reserve
31245,0.1049,0,25.22,Reserve
15457,0.1048,0,25.18,Reserve
1123,0.1047,0,25.13,Reserve
3275,0.1047,0,25.08,Reserve
10598,0.1047,0,25.04,Reserve
17944,0.1046,0,24.99,Reserve
9291,0.1045,0,24.94,Reserve
32996,0.1044,0,24.89,Reserve
9335,0.1044,0,24.85,Reserve
17675,0.1044,0,24.8,Reserve
20150,0.1042,0,24.75,Reserve
10050,0.1042,0,24.71,Reserve
5482,0.104,0,24.66,Reserve
16050,0.104,0,24.61,Reserve
3027,0.1039,0,24.57,Reserve
3619,0.1039,0,24.52,Reserve
24340,0.1039,0,24.47,Reserve
11273,0.1039,0,24.42,Reserve
29176,0.1037,0,24.38,Reserve
30639,0.1036,0,24.33,Reserve
7881,0.1035,0,24.28,Reserve
15521,0.1034,0,24.24,Reserve
9840,0.1033,0,24.19,Reserve
26151,0.1033,0,24.14,Reserve
23210,0.1033,0,24.1,Reserve
14132,0.1032,0,24.05,Reserve
875,0.1031,0,24.0,Reserve
113,0.1031,0,23.95,Reserve
15411,0.1029,0,23.91,Reserve
28735,0.1029,0,23.86,Reserve
3291,0.1028,0,23.81,Reserve
32126,0.1027,0,23.77,Reserve
26963,0.1026,0,23.72,Reserve
10171,0.1025,0,23.67,Reserve
21057,0.1023,0,23.63,Reserve
31388,0.1022,0,23.58,Reserve
11514,0.102,0,23.53,Reserve
7720,0.102,0,23.49,Reserve
19202,0.102,0,23.44,Reserve
33052,0.102,0,23.39,Reserve
16573,0.102,0,23.34,Reserve
21012,0.102,0,23.3,Reserve
28630,0.1019,0,23.25,Reserve
234,0.1018,0,23.2,Reserve
22940,0.1018,0,23.16,Reserve
28290,0.1017,0,23.11,Reserve
23667,0.1015,0,23.06,Reserve
2954,0.1014,0,23.02,Reserve
18287,0.1012,0,22.97,Reserve
5576,0.101,0,22.92,Reserve
6935,0.101,0,22.87,Reserve
27389,0.1009,0,22.83,Reserve
26688,0.1009,0,22.78,Reserve
23766,0.1007,0,22.73,Reserve
33108,0.1007,0,22.69,Reserve
9149,0.1007,0,22.64,Reserve
27521,0.1006,0,22.59,Reserve
16658,0.1004,0,22.55,Reserve
14684,0.1003,0,22.5,Reserve
19158,0.1003,0,22.45,Reserve
30061,0.1002,0,22.4,Reserve
25544,0.1,0,22.36,Reserve
22525,0.0999,0,22.31,Reserve
8903,0.0998,0,22.26,Reserve
26862,0.0998,0,22.22,Reserve
30739,0.0997,0,22.17,Reserve
7424,0.0996,0,22.12,Reserve
21920,0.0995,0,22.08,Reserve
25730,0.0994,0,22.03,Reserve
31378,0.0994,0,21.98,Reserve
8304,0.0994,0,21.94,Reserve
27108,0.0993,0,21.89,Reserve
20154,0.0991,0,21.84,Reserve
8849,0.099,0,21.79,Reserve
22037,0.099,0,21.75,Reserve
21318,0.0989,0,21.7,Reserve
14271,0.0989,0,21.65,Reserve
6464,0.0988,0,21.61,Reserve
15266,0.0988,0,21.56,Reserve
32243,0.0986,0,21.51,Reserve
7636,0.0986,0,21.47,Reserve
28610,0.0985,0,21.42,Reserve
22641,0.0984,0,21.37,Reserve
288,0.0983,0,21.32,Reserve
31565,0.0981,0,21.28,Reserve
16816,0.098,0,21.23,Reserve
31473,0.098,0,21.18,Reserve
1406,0.0979,0,21.14,Reserve
30475,0.0979,0,21.09,Reserve
18668,0.0978,0,21.04,Reserve
20758,0.0978,0,21.0,Reserve
14698,0.0977,0,20.95,Reserve
27281,0.0976,0,20.9,Reserve
20235,0.0975,0,20.85,Reserve
9649,0.0973,0,20.81,Reserve
14867,0.0973,0,20.76,Reserve
8701,0.0971,0,20.71,Reserve
22863,0.0968,0,20.67,Reserve
30903,0.0967,0,20.62,Reserve
24268,0.0967,0,20.57,Reserve
24372,0.0966,0,20.53,Reserve
25465,0.0966,0,20.48,Reserve
28377,0.0965,0,20.43,Reserve
5817,0.0963,0,20.39,Reserve
28864,0.0963,0,20.34,Reserve
16831,0.0963,0,20.29,Reserve
29695,0.0962,0,20.24,Reserve
31141,0.0961,0,20.2,Reserve
27933,0.096,0,20.15,Reserve
28620,0.096,0,20.1,Reserve
115,0.0959,0,20.06,Reserve
12835,0.0956,0,20.01,Reserve
33236,0.0956,0,19.96,Reserve
25713,0.0954,0,19.92,Reserve
437,0.0954,0,19.87,Reserve
20909,0.0954,0,19.82,Reserve
423,0.0953,0,19.77,Reserve
11481,0.0953,0,19.73,Reserve
20887,0.0953,0,19.68,Reserve
22338,0.0952,0,19.63,Reserve
23188,0.0952,0,19.59,Reserve
20833,0.0952,0,19.54,Reserve
31826,0.095,0,19.49,Reserve
4004,0.095,0,19.45,Reserve
5685,0.095,0,19.4,Reserve
32029,0.095,0,19.35,Reserve
4879,0.0949,0,19.3,Reserve
13498,0.0948,0,19.26,Reserve
1604,0.0947,0,19.21,Reserve
322,0.0947,0,19.16,Reserve
30645,0.0945,0,19.12,Reserve
16158,0.0945,0,19.07,Reserve
13988,0.0945,0,19.02,Reserve
19494,0.0945,0,18.98,Reserve
2736,0.0944,0,18.93,Reserve
18128,0.0944,0,18.88,Reserve
7535,0.0944,0,18.84,Reserve
19946,0.0943,0,18.79,Reserve
2580,0.0941,0,18.74,Reserve
5841,0.0941,0,18.69,Reserve
32027,0.0941,0,18.65,Reserve
5160,0.0939,0,18.6,Reserve
15094,0.0939,0,18.55,Reserve
5509,0.0939,0,18.51,Reserve
16216,0.0939,0,18.46,Reserve
2209,0.0937,0,18.41,Reserve
6444,0.0936,0,18.37,Reserve
19294,0.0935,0,18.32,Reserve
9800,0.0935,0,18.27,Reserve
734,0.0932,0,18.22,Reserve
4364,0.0932,0,18.18,Reserve
6048,0.0931,0,18.13,Reserve
30538,0.0931,0,18.08,Reserve
30930,0.093,0,18.04,Reserve
15829,0.0928,0,17.99,Reserve
7615,0.0928,0,17.94,Reserve
14062,0.0927,0,17.9,Reserve
14741,0.0927,0,17.85,Reserve
29159,0.0927,0,17.8,Reserve
11473,0.0926,0,17.75,Reserve
23064,0.0926,0,17.71,Reserve
24670,0.0924,0,17.66,Reserve
576,0.0922,0,17.61,Reserve
10287,0.0921,0,17.57,Reserve
31284,0.0921,0,17.52,Reserve
29123,0.092,0,17.47,Reserve
17021,0.0919,0,17.43,Reserve
6465,0.0918,0,17.38,Reserve
30466,0.0918,0,17.33,Reserve
15027,0.0918,0,17.29,Reserve
16689,0.0917,0,17.24,Reserve
29603,0.0917,0,17.19,Reserve
32395,0.0915,0,17.14,Reserve
29300,0.0915,0,17.1,Reserve
31333,0.0915,0,17.05,Reserve
30632,0.0914,0,17.0,Reserve
28172,0.0914,0,16.96,Reserve
852,0.0914,0,16.91,Reserve
24246,0.0913,0,16.86,Reserve
16082,0.0913,0,16.82,Reserve
27699,0.0911,0,16.77,Reserve
1678,0.0911,0,16.72,Reserve
137,0.0911,0,16.67,Reserve
9106,0.091,0,16.63,Reserve
29541,0.091,0,16.58,Reserve
24544,0.0909,0,16.53,Reserve
952,0.0909,0,16.49,Reserve
28911,0.0908,0,16.44,Reserve
5780,0.0908,0,16.39,Reserve
4066,0.0906,0,16.35,Reserve
10548,0.0906,0,16.3,Reserve
31615,0.0906,0,16.25,Reserve
23189,0.0904,0,16.2,Reserve
23172,0.0903,0,16.16,Reserve
27949,0.0903,0,16.11,Reserve
9630,0.0902,0,16.06,Reserve
6335,0.0902,0,16.02,Reserve
13269,0.0902,0,15.97,Reserve
9032,0.0901,0,15.92,Reserve
31991,0.0901,0,15.88,Reserve
14014,0.0898,0,15.83,Reserve
21548,0.0898,0,15.78,Reserve
8587,0.0898,0,15.74,Reserve
16014,0.0898,0,15.69,Reserve
18232,0.0897,0,15.64,Reserve
20142,0.0896,0,15.59,Reserve
16798,0.0896,0,15.55,Reserve
30023,0.0896,0,15.5,Reserve
31693,0.0895,0,15.45,Reserve
13962,0.0894,0,15.41,Reserve
7563,0.0892,0,15.36,Reserve
23968,0.0891,0,15.31,Reserve
32766,0.089,0,15.27,Reserve
7805,0.0889,0,15.22,Reserve
28259,0.0889,0,15.17,Reserve
15225,0.0888,0,15.12,Reserve
9789,0.0888,0,15.08,Reserve
15726,0.0887,0,15.03,Reserve
2937,0.0887,0,14.98,Reserve
12407,0.0887,0,14.94,Reserve
2436,0.0886,0,14.89,Reserve
19966,0.0886,0,14.84,Reserve
30777,0.0886,0,14.8,Reserve
31629,0.0885,0,14.75,Reserve
7207,0.0885,0,14.7,Reserve
25891,0.0885,0,14.65,Reserve
20943,0.0885,0,14.61,Reserve
5943,0.0884,0,14.56,Reserve
17659,0.0881,0,14.51,Reserve
1216,0.0881,0,14.47,Reserve
4773,0.088,0,14.42,Reserve
1937,0.088,0,14.37,Reserve
10049,0.088,0,14.33,Reserve
1148,0.088,0,14.28,Reserve
31959,0.088,0,14.23,Reserve
25697,0.0879,0,14.19,Reserve
23514,0.0879,0,14.14,Reserve
13722,0.0878,0,14.09,Reserve
24582,0.0878,0,14.04,Reserve
28319,0.0877,0,14.0,Reserve
30826,0.0877,0,13.95,Reserve
5514,0.0877,0,13.9,Reserve
4343,0.0876,0,13.86,Reserve
1443,0.0875,0,13.81,Reserve
16873,0.0872,0,13.76,Reserve
9548,0.0872,0,13.72,Reserve
27059,0.0872,0,13.67,Reserve
11283,0.0871,0,13.62,Reserve
33062,0.087,0,13.57,Reserve
2491,0.087,0,13.53,Reserve
691,0.087,0,13.48,Reserve
26681,0.087,0,13.43,Reserve
27787,0.0869,0,13.39,Reserve
32141,0.0867,0,13.34,Reserve
14041,0.0866,0,13.29,Reserve
24570,0.0863,0,13.25,Reserve
15527,0.0863,0,13.2,Reserve
28680,0.0862,0,13.15,Reserve
4158,0.0862,0,13.1,Reserve
3852,0.0862,0,13.06,Reserve
28799,0.0862,0,13.01,Reserve
31585,0.0861,0,12.96,Reserve
30679,0.0861,0,12.92,Reserve
301,0.0861,0,12.87,Reserve
21685,0.0858,0,12.82,Reserve
1886,0.0857,0,12.78,Reserve
14077,0.0857,0,12.73,Reserve
172,0.0856,0,12.68,Reserve
4052,0.0855,0,12.64,Reserve
25958,0.0855,0,12.59,Reserve
32545,0.0855,0,12.54,Reserve
6294,0.0853,0,12.49,Reserve
9234,0.0853,0,12.45,Reserve
22753,0.0853,0,12.4,Reserve
19218,0.0851,0,12.35,Reserve
22982,0.0851,0,12.31,Reserve
21210,0.0849,0,12.26,Reserve
11707,0.0848,0,12.21,Reserve
80,0.0848,0,12.17,Reserve
7877,0.0847,0,12.12,Reserve
30951,0.0846,0,12.07,Reserve
18560,0.0846,0,12.02,Reserve
16331,0.0846,0,11.98,Reserve
24845,0.0845,0,11.93,Reserve
19171,0.0844,0,11.88,Reserve
31465,0.0844,0,11.84,Reserve
20514,0.0844,0,11.79,Reserve
21015,0.0843,0,11.74,Reserve
7443,0.0842,0,11.7,Reserve
32360,0.0842,0,11.65,Reserve
21039,0.0842,0,11.6,Reserve
27199,0.0841,0,11.55,Reserve
15763,0.084,0,11.51,Reserve
13197,0.084,0,11.46,Reserve
24612,0.0838,0,11.41,Reserve
1135,0.0838,0,11.37,Reserve
1633,0.0838,0,11.32,Reserve
12676,0.0838,0,11.27,Reserve
30974,0.0837,0,11.23,Reserve
660,0.0836,0,11.18,Reserve
27724,0.0836,0,11.13,Reserve
32021,0.0835,0,11.09,Reserve
31349,0.0833,0,11.04,Reserve
32606,0.0833,0,10.99,Reserve
28176,0.0833,0,10.94,Reserve
12437,0.0832,0,10.9,Reserve
17074,0.0831,0,10.85,Reserve
2441,0.083,0,10.8,Reserve
1317,0.083,0,10.76,Reserve
3003,0.083,0,10.71,Reserve
268,0.083,0,10.66,Reserve
915,0.0829,0,10.62,Reserve
28584,0.0829,0,10.57,Reserve
11330,0.0827,0,10.52,Reserve
18903,0.0827,0,10.47,Reserve
32369,0.0825,0,10.43,Reserve
2583,0.0824,0,10.38,Reserve
15910,0.0824,0,10.33,Reserve
25644,0.0824,0,10.29,Reserve
16449,0.0823,0,10.24,Reserve
139,0.0823,0,10.19,Reserve
16193,0.0823,0,10.15,Reserve
26209,0.0822,0,10.1,Reserve
10663,0.0822,0,10.05,Reserve
20571,0.082,0,10.0,Reserve
32259,0.0819,0,9.96,Reserve
31186,0.0819,0,9.91,Reserve
3,0.0818,0,9.86,Reserve
6548,0.0817,0,9.82,Reserve
7387,0.0816,0,9.77,Reserve
1588,0.0816,0,9.72,Reserve
14529,0.0815,0,9.68,Reserve
4819,0.0815,0,9.63,Reserve
8373,0.0815,0,9.58,Reserve
2010,0.0812,0,9.53,Reserve
19644,0.0812,0,9.49,Reserve
2196,0.0811,0,9.44,Reserve
33080,0.081,0,9.39,Reserve
8539,0.0808,0,9.35,Reserve
4166,0.0807,0,9.3,Reserve
14687,0.0807,0,9.25,Reserve
1679,0.0807,0,9.21,Reserve
10324,0.0806,0,9.16,Reserve
17249,0.0805,0,9.11,Reserve
19678,0.0805,0,9.07,Reserve
30532,0.0804,0,9.02,Reserve
1466,0.0803,0,8.97,Reserve
31762,0.0802,0,8.92,Reserve
8484,0.0801,0,8.88,Reserve
32710,0.0799,0,8.83,Reserve
13470,0.0797,0,8.78,Reserve
25072,0.0795,0,8.74,Reserve
3559,0.0793,0,8.69,Reserve
27164,0.0792,0,8.64,Reserve
17066,0.0791,0,8.6,Reserve
30103,0.0791,0,8.55,Reserve
3312,0.0789,0,8.5,Reserve
4601,0.0787,0,8.45,Reserve
18979,0.0787,0,8.41,Reserve
22168,0.0785,0,8.36,Reserve
32152,0.0784,0,8.31,Reserve
13925,0.0783,0,8.27,Reserve
3543,0.078,0,8.22,Reserve
33251,0.0776,0,8.17,Reserve
6889,0.0776,0,8.13,Reserve
28776,0.0776,0,8.08,Reserve
15629,0.0775,0,8.03,Reserve
2936,0.0775,0,7.98,Reserve
27773,0.0774,0,7.94,Reserve
7973,0.0772,0,7.89,Reserve
20687,0.077,0,7.84,Reserve
27417,0.0769,0,7.8,Reserve
24781,0.0769,0,7.75,Reserve
5029,0.0769,0,7.7,Reserve
560,0.0768,0,7.66,Reserve
5126,0.0767,0,7.61,Reserve
24495,0.0766,0,7.56,Reserve
30373,0.0764,0,7.52,Reserve
30158,0.0763,0,7.47,Reserve
25906,0.0762,0,7.42,Reserve
610,0.0761,0,7.37,Reserve
26354,0.076,0,7.33,Reserve
15566,0.076,0,7.28,Reserve
14821,0.0759,0,7.23,Reserve
3606,0.0759,0,7.19,Reserve
15974,0.0759,0,7.14,Reserve
15150,0.0757,0,7.09,Reserve
22143,0.0757,0,7.05,Reserve
15441,0.0755,0,7.0,Reserve
6583,0.0752,0,6.95,Reserve
14292,0.075,0,6.9,Reserve
3647,0.075,0,6.86,Reserve
5403,0.075,0,6.81,Reserve
25635,0.0749,0,6.76,Reserve
10737,0.0749,0,6.72,Reserve
25862,0.0748,0,6.67,Reserve
33353,0.0746,0,6.62,Reserve
9021,0.0739,0,6.58,Reserve
7539,0.0738,0,6.53,Reserve
12831,0.0737,0,6.48,Reserve
1392,0.0736,0,6.43,Reserve
13170,0.0733,0,6.39,Reserve
7376,0.0732,0,6.34,Reserve
22214,0.073,0,6.29,Reserve
29658,0.0728,0,6.25,Reserve
8524,0.0728,0,6.2,Reserve
22964,0.0727,0,6.15,Reserve
11929,0.0724,0,6.11,Reserve
14281,0.0723,0,6.06,Reserve
3580,0.0723,0,6.01,Reserve
12002,0.0723,0,5.97,Reserve
16881,0.0722,0,5.92,Reserve
29417,0.0721,0,5.87,Reserve
5109,0.072,0,5.82,Reserve
26440,0.0717,0,5.78,Reserve
29475,0.0714,0,5.73,Reserve
13259,0.0713,0,5.68,Reserve
3562,0.0713,0,5.64,Reserve
18648,0.0712,0,5.59,Reserve
3264,0.071,0,5.54,Reserve
26417,0.0709,0,5.5,Reserve
30965,0.0708,0,5.45,Reserve
32745,0.0707,0,5.4,Reserve
5488,0.0704,0,5.35,Reserve
16328,0.0703,0,5.31,Reserve
830,0.0698,0,5.26,Reserve
11907,0.0697,0,5.21,Reserve
30907,0.0696,0,5.17,Reserve
24625,0.0695,0,5.12,Reserve
1647,0.0695,0,5.07,Reserve
21648,0.0694,0,5.03,Reserve
15432,0.0693,0,4.98,Reserve
3214,0.0689,0,4.93,Reserve
27614,0.0689,0,4.88,Reserve
4234,0.0689,0,4.84,Reserve
11155,0.0688,0,4.79,Reserve
15550,0.0688,0,4.74,Reserve
515,0.0688,0,4.7,Reserve
678,0.068,0,4.65,Reserve
5194,0.0675,0,4.6,Reserve
12884,0.067,0,4.56,Reserve
23647,0.0668,0,4.51,Reserve
7784,0.0662,0,4.46,Reserve
28,0.0661,0,4.42,Reserve
30399,0.065,0,4.37,Reserve
12059,0.0645,0,4.32,Reserve
27909,0.0644,0,4.27,Reserve
26996,0.0641,0,4.23,Reserve
24251,0.0639,0,4.18,Reserve
31533,0.0638,0,4.13,Reserve
12340,0.0637,0,4.09,Reserve
8805,0.0631,0,4.04,Reserve
10394,0.0627,0,3.99,Reserve
8358,0.0619,0,3.95,Reserve
634,0.0618,0,3.9,Reserve
4532,0.0616,0,3.85,Reserve
17854,0.0616,0,3.8,Reserve
1968,0.0615,0,3.76,Reserve
11642,0.0615,0,3.71,Reserve
923,0.0614,0,3.66,Reserve
3180,0.0613,0,3.62,Reserve
742,0.061,0,3.57,Reserve
28694,0.0609,0,3.52,Reserve
15253,0.0606,0,3.48,Reserve
26899,0.0605,0,3.43,Reserve
18569,0.0604,0,3.38,Reserve
25292,0.0602,0,3.33,Reserve
5150,0.0596,0,3.29,Reserve
19816,0.0593,0,3.24,Reserve
9514,0.0585,0,3.19,Reserve
9345,0.0575,0,3.15,Reserve
15098,0.0574,0,3.1,Reserve
10230,0.0573,0,3.05,Reserve
5377,0.0564,0,3.01,Reserve
31981,0.0562,0,2.96,Reserve
5320,0.0557,0,2.91,Reserve
33010,0.0557,0,2.87,Reserve
464,0.0554,0,2.82,Reserve
16690,0.0546,0,2.77,Reserve
18737,0.0544,0,2.72,Reserve
12809,0.054,0,2.68,Reserve
24170,0.0535,0,2.63,Reserve
4184,0.0534,0,2.58,Reserve
31687,0.0533,0,2.54,Reserve
8818,0.0531,0,2.49,Reserve
3445,0.0529,0,2.44,Reserve
6823,0.0526,0,2.4,Reserve
14806,0.0519,0,2.35,Reserve
2934,0.0509,0,2.3,Reserve
8031,0.0507,0,2.25,Reserve
18963,0.0507,0,2.21,Reserve
547,0.0504,0,2.16,Reserve
11144,0.0501,0,2.11,Reserve
16660,0.0499,0,2.07,Reserve
13397,0.0493,0,2.02,Reserve
18264,0.0489,0,1.97,Reserve
8335,0.0485,0,1.93,Reserve
18306,0.0484,0,1.88,Reserve
25886,0.0483,0,1.83,Reserve
14491,0.0481,0,1.78,Reserve
31643,0.0476,0,1.74,Reserve
7300,0.047,0,1.69,Reserve
30784,0.0466,0,1.64,Reserve
22501,0.0463,0,1.6,Reserve
18108,0.046,0,1.55,Reserve
6610,0.0459,0,1.5,Reserve
29502,0.0455,0,1.46,Reserve
12008,0.0445,0,1.41,Reserve
31129,0.0445,0,1.36,Reserve
16395,0.0442,0,1.32,Reserve
2599,0.0441,0,1.27,Reserve
23133,0.0438,0,1.22,Reserve
19625,0.0436,0,1.17,Reserve
25993,0.0423,0,1.13,Reserve
9207,0.0422,0,1.08,Reserve
32857,0.0419,0,1.03,Reserve
10977,0.0412,0,0.99,Reserve
9268,0.0412,0,0.94,Reserve
29969,0.0409,0,0.89,Reserve
25243,0.0408,0,0.85,Reserve
26856,0.0407,0,0.8,Reserve
16058,0.0406,0,0.75,Reserve
29908,0.0403,0,0.7,Reserve
828,0.0399,0,0.66,Reserve
2625,0.0399,0,0.61,Reserve
8837,0.0398,0,0.56,Reserve
3658,0.0395,0,0.52,Reserve
14534,0.0385,0,0.47,Reserve
3885,0.0376,0,0.42,Reserve
24245,0.0365,0,0.38,Reserve
14200,0.0364,0,0.33,Reserve
15978,0.0349,0,0.28,Reserve
19336,0.0345,0,0.23,Reserve
3624,0.0343,0,0.19,Reserve
15770,0.0342,0,0.14,Reserve
2744,0.034,0,0.09,Reserve
20977,0.0326,0,0.05,Reserve
